cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,24,9,6256000.00000000,"[100019,100010,100013,100023,100009]",Жинау және тарату үлгілері бар ағын қауымдастығы; ортақ бақылауды тексеру қажет.
1,7,0,380000.00000000,"[100020,100014,100027,100028,100029]",Құрылымдық орталығы бар ағын қауымдастығы; үйлестіру қатынасы дәлелденбеген.
2,7,0,314000.00000000,"[100021,100015,100032,100033,100034]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
3,7,0,314000.00000000,"[100022,100016,100037,100038,100039]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
4,7,0,314000.00000000,"[100024,100018,100047,100048,100049]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
5,24,9,6023000.00000000,"[100071,100065,100062,100073,100061]",Жинау және тарату үлгілері бар ағын қауымдастығы; ортақ бақылауды тексеру қажет.
6,7,0,380000.00000000,"[100072,100066,100079,100080,100081]",Құрылымдық орталығы бар ағын қауымдастығы; үйлестіру қатынасы дәлелденбеген.
7,7,0,314000.00000000,"[100074,100068,100089,100090,100091]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
8,7,0,314000.00000000,"[100075,100069,100094,100095,100096]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
9,7,0,314000.00000000,"[100076,100070,100099,100100,100101]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
10,24,9,6223000.00000000,"[100123,100114,100117,100126,100113]",Жинау және тарату үлгілері бар ағын қауымдастығы; ортақ бақылауды тексеру қажет.
11,7,0,380000.00000000,"[100124,100118,100131,100132,100133]",Құрылымдық орталығы бар ағын қауымдастығы; үйлестіру қатынасы дәлелденбеген.
12,7,0,314000.00000000,"[100125,100119,100136,100137,100138]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
13,7,0,314000.00000000,"[100127,100121,100146,100147,100148]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
14,7,0,314000.00000000,"[100128,100122,100151,100152,100153]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
15,16,9,5078000.00000000,"[100165,100166,100167,100169,100168]",Жинау және тарату үлгілері бар ағын қауымдастығы; ортақ бақылауды тексеру қажет.
16,7,0,380000.00000000,"[100176,100170,100183,100184,100185]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
17,8,0,410000.00000000,"[100175,100177,100171,100188,100189]",Құрылымдық орталығы бар ағын қауымдастығы; үйлестіру қатынасы дәлелденбеген.
18,7,0,314000.00000000,"[100178,100172,100193,100194,100195]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
19,7,0,314000.00000000,"[100179,100173,100198,100199,100200]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
20,7,0,314000.00000000,"[100180,100174,100203,100204,100205]",Бірнеше бағытқа таралатын ағындар; ортақ заңсыз мақсат туралы қорытынды жоқ.
21,1,1,0.00000000,[100209],Оқшау шот; үзіндіде байланыс жоқ. Бөлек ұйым деген қорытынды жасалмайды.
22,1,1,0.00000000,[100210],Оқшау шот; үзіндіде байланыс жоқ. Бөлек ұйым деген қорытынды жасалмайды.
23,1,1,0.00000000,[100211],Оқшау шот; үзіндіде байланыс жоқ. Бөлек ұйым деген қорытынды жасалмайды.
24,1,1,0.00000000,[100212],Оқшау шот; үзіндіде байланыс жоқ. Бөлек ұйым деген қорытынды жасалмайды.
25,1,0,0.00000000,[100213],Оқшау шот; үзіндіде байланыс жоқ. Бөлек ұйым деген қорытынды жасалмайды.
26,1,0,0.00000000,[100214],Оқшау шот; үзіндіде байланыс жоқ. Бөлек ұйым деген қорытынды жасалмайды.
